league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup
ESP-La Liga,2627,Elche,Ali Houary,4,2026,207,13838,M,3,200,0,1.1243287082761526,0,1.1243287082761526,0,0.4434623420238495,5,3,1,0,0.9390429258346558,0.08342257887125015
ESP-La Liga,2627,Elche,Buba Sangaré,4,2026,207,12870,D,7,547,1,0.026869235560297966,1,0.026869235560297966,0,0.056320855394005775,1,2,0,0,1.2909344583749771,1.2077443972229958
ESP-La Liga,2627,Elche,David Affengruber,4,2026,207,13837,D,3,270,0,0.5557593554258347,0,0.5557593554258347,0,0.0490003265440464,5,1,0,0,1.313000500202179,1.2967220805585384
ESP-La Liga,2627,Elche,Ezequiel Ponce,4,2026,207,2057,F S,3,115,0,0.19454673491418362,0,0.19454673491418362,0,0.3189496695995331,3,1,0,0,0.8004068583250046,0.28691044449806213
ESP-La Liga,2627,Elche,Facundo Buonanotte,4,2026,207,11362,M S,4,220,1,1.2822771444916725,0,0.5389995351433754,0,0.02697356604039669,8,1,1,0,0.9783557951450348,0.5295365899801254
ESP-La Liga,2627,Elche,Federico Redondo,4,2026,207,13841,D,5,332,0,0.0909273698925972,0,0.0909273698925972,0,0.6702471785247326,1,2,1,1,1.1976436078548431,1.1465922594070435
ESP-La Liga,2627,Elche,Fernando Niño,4,2026,207,8271,F S,7,481,5,2.770048387348652,5,2.770048387348652,0,0.32359203696250916,11,2,1,0,3.3604379072785378,0.3467615619301796
ESP-La Liga,2627,Elche,German Valera,4,2026,207,8230,D F M,7,578,1,0.34479228779673576,1,0.34479228779673576,0,0.654657019302249,3,11,1,0,1.8600144013762474,1.3505252599716187
ESP-La Liga,2627,Elche,Gonzalo Villar,4,2026,207,6750,M,7,583,0,0.16616769134998322,0,0.16616769134998322,1,1.1528992159292102,4,8,2,0,1.8683394640684128,1.3483660221099854
ESP-La Liga,2627,Elche,Javier Morcillo,4,2026,207,14555,M S,5,303,0,0.014762381091713905,0,0.014762381091713905,0,0.0988563820719719,1,1,0,0,1.6653643231838942,1.5517455320805311
ESP-La Liga,2627,Elche,Josan,4,2026,207,8893,S,3,17,0,0.0,0,0.0,1,0.3529816307127476,0,5,1,0,0.2649879977107048,0.0560929998755455
ESP-La Liga,2627,Elche,Lucas Cepeda,4,2026,207,14400,F S,7,213,0,0.4044739827513695,0,0.4044739827513695,2,0.9007244873791933,9,5,2,0,2.293588623404503,1.1671176105737686
ESP-La Liga,2627,Elche,Marc Aguado,4,2026,207,13839,M,4,268,1,0.08927888423204422,1,0.08927888423204422,0,0.05361112952232361,1,1,1,0,0.8068914115428925,0.7532802820205688
ESP-La Liga,2627,Elche,Martim Neto,4,2026,207,13840,M S,4,159,0,0.12220177613198757,0,0.12220177613198757,0,0.1461656577885151,3,3,0,0,0.5862730145454407,0.36192822828888893
ESP-La Liga,2627,Elche,Matia Barzic,4,2026,207,14719,S,1,6,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2627,Elche,Matías Dituro,4,2026,207,9793,GK,7,630,0,0.0,0,0.0,0,0.0,0,0,0,0,1.0989788435399532,1.0989788435399532
ESP-La Liga,2627,Elche,Pedro Bigas,4,2026,207,2353,D S,4,182,0,0.018336676061153412,0,0.018336676061153412,0,0.0,1,0,0,0,1.1416017711162567,1.1232650578022003
ESP-La Liga,2627,Elche,Roy Revivo,4,2026,207,15066,D S,4,270,0,0.3938417434692383,0,0.3938417434692383,2,0.7776886522769928,1,3,0,0,1.5404300093650818,0.7323081344366074
ESP-La Liga,2627,Elche,Rubén Sánchez,4,2026,207,10067,S,3,88,0,0.009418859146535397,0,0.009418859146535397,0,0.0,1,0,1,0,0.10827524121850729,0.0988563820719719
ESP-La Liga,2627,Elche,Tete Morente,4,2026,207,8895,D M S,7,393,0,0.12185639888048172,0,0.12185639888048172,3,1.4299063608050346,5,5,1,0,2.514649420976639,0.9785666167736053
ESP-La Liga,2627,Elche,Thomas Lemar,4,2026,207,3425,M S,4,167,1,0.15652631223201752,1,0.15652631223201752,0,0.3257782571017742,3,2,1,0,1.2467247247695923,0.8842656016349792
ESP-La Liga,2627,Elche,Umaru,4,2026,207,14717,S,1,20,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0
ESP-La Liga,2627,Elche,Victor Chust,4,2026,207,8972,D,7,630,0,0.4887095568701625,0,0.4887095568701625,1,0.14058732986450195,4,2,0,0,2.5236722603440285,2.2126943096518517
ESP-La Liga,2627,Elche,Álvaro Padilla,4,2026,207,14718,S,1,8,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2627,Espanyol,Bryan Zaragoza,4,2026,141,10143,M S,4,137,0,0.09738116711378098,0,0.09738116711378098,0,0.2035852074623108,4,3,0,0,0.9212348163127899,0.6294425837695599
ESP-La Liga,2627,Espanyol,Cala,4,2026,141,14700,M S,7,399,1,1.1958888694643974,1,1.1958888694643974,0,0.057535150088369846,11,3,3,0,1.539766103029251,0.3214140962809324
ESP-La Liga,2627,Espanyol,Clemens Riedel,4,2026,141,11924,D S,6,358,0,0.029281459748744965,0,0.029281459748744965,0,0.0,2,0,3,0,2.819306328892708,2.7900248616933823
ESP-La Liga,2627,Espanyol,Edu Expósito,4,2026,141,5081,M S,7,563,0,0.7786507122218609,0,0.7786507122218609,0,1.298945308662951,16,16,2,0,4.083911865949631,3.1456571631133556
ESP-La Liga,2627,Espanyol,Gabriel Moscardo,4,2026,141,12994,M S,4,173,0,0.08824318274855614,0,0.08824318274855614,0,0.0,2,0,1,0,0.32942257821559906,0.24117938429117203
ESP-La Liga,2627,Espanyol,Javi Hernández,4,2026,141,14074,F M,7,576,0,0.7302806079387665,0,0.7302806079387665,4,2.026864094659686,11,13,1,0,3.009432690218091,1.0890498775988817
ESP-La Liga,2627,Espanyol,Jofre Carreras,4,2026,141,10209,S,3,9,0,0.14641720429062843,0,0.14641720429062843,0,0.0,2,0,0,0,0.22282956913113594,0.0764123722910881
ESP-La Liga,2627,Espanyol,José Ángel López,4,2026,141,13455,D,1,90,0,0.022463129833340645,0,0.022463129833340645,0,0.09432169795036316,1,2,0,0,0.2520594000816345,0.13527455925941467
ESP-La Liga,2627,Espanyol,Leandro Cabrera,4,2026,141,6168,D,4,360,0,0.11014822125434875,0,0.11014822125434875,0,0.0,2,0,0,0,1.8799074217677116,1.8799074217677116
ESP-La Liga,2627,Espanyol,Marcos Fernández,4,2026,141,13601,M S,6,195,1,1.7172922939062119,1,1.7172922939062119,1,0.7342698760330677,13,5,2,0,2.5593751966953278,0.19897518306970596
ESP-La Liga,2627,Espanyol,Marko Dmitrovic,4,2026,141,6224,GK,7,630,0,0.0,0,0.0,0,0.0,0,0,0,0,2.556143432855606,2.556143432855606
ESP-La Liga,2627,Espanyol,Omar El Hilali,4,2026,141,10875,D,6,526,0,0.0,0,0.0,1,0.8930656462907791,0,3,1,1,2.9832697957754135,2.113786354660988
ESP-La Liga,2627,Espanyol,Pere Milla,4,2026,141,4175,S,5,50,0,0.08172411564737558,0,0.08172411564737558,0,0.0,3,0,1,0,0.17647933959960938,0.13496853411197662
ESP-La Liga,2627,Espanyol,Pol Lozano,4,2026,141,7916,S,3,28,0,0.028475292026996613,0,0.028475292026996613,0,0.11933315545320511,1,2,1,0,0.26923805475234985,0.19784197211265564
ESP-La Liga,2627,Espanyol,Quilindschy Hartman,4,2026,141,13727,M S,3,130,0,0.0,0,0.0,0,0.6019371449947357,0,4,0,0,1.2790771573781967,1.2656828612089157
ESP-La Liga,2627,Espanyol,Rafael Bauza,4,2026,141,12903,M S,4,101,0,0.013394296169281006,0,0.013394296169281006,1,0.12142959982156754,1,1,1,0,0.4711313471198082,0.33630744367837906
ESP-La Liga,2627,Espanyol,Roberto Fernández,4,2026,141,13350,F,7,617,6,4.336601883172989,6,4.336601883172989,0,0.2768584229052067,16,4,0,0,4.205634534358978,0.43401881121098995
ESP-La Liga,2627,Espanyol,Roger Hinojo,4,2026,141,13533,D,7,549,0,0.05341421812772751,0,0.05341421812772751,0,0.13661356829106808,1,2,2,0,2.3824266009032726,2.3059606477618217
ESP-La Liga,2627,Espanyol,Tyrhys Dolan,4,2026,141,13829,M S,6,436,1,0.31846607476472855,1,0.31846607476472855,0,0.08437497168779373,6,2,0,0,2.339291475713253,1.9364504516124725
ESP-La Liga,2627,Espanyol,Unai Núñez,4,2026,141,6149,D,5,431,0,0.055081360042095184,0,0.055081360042095184,0,0.16378045827150345,2,3,0,0,0.9720204640179873,0.8443207833915949
ESP-La Liga,2627,Espanyol,Urko Gonzalez,4,2026,141,8861,M S,7,463,0,0.015046052634716034,0,0.015046052634716034,0,0.06581640243530273,1,1,2,0,2.190762262791395,2.190762262791395
ESP-La Liga,2627,Espanyol,Vanja Drkusic,4,2026,141,10449,D S,3,112,0,0.0,0,0.0,0,0.0,0,0,0,0,0.11598796397447586,0.11598796397447586
ESP-La Liga,2627,Getafe,Abdelkabir Abqar,4,2026,142,9297,D S,2,91,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2627,Getafe,Alberto Risco,4,2026,142,12566,S,4,46,0,0.1295052645727992,0,0.1295052645727992,0,0.0,2,0,0,0,0.5924646332859993,0.47783881425857544
ESP-La Liga,2627,Getafe,Andrés García,4,2026,142,13392,D F M S,6,488,0,0.17515992000699043,0,0.17515992000699043,0,0.19125852547585964,6,5,0,0,0.7764416262507439,0.6074297726154327
ESP-La Liga,2627,Getafe,Borja Mayoral,4,2026,142,2252,S,2,2,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2627,Getafe,David Soria,4,2026,142,2415,GK,7,630,0,0.0,0,0.0,0,0.022136665880680084,0,1,0,0,0.5042392211034894,0.4821025552228093
ESP-La Liga,2627,Getafe,Davinchi,4,2026,142,13788,D S,4,100,0,0.018896551802754402,0,0.018896551802754402,0,0.04376436024904251,1,1,2,0,0.10236070863902569,0.039699796587228775
ESP-La Liga,2627,Getafe,Djené Dakonam,4,2026,142,6151,D,7,605,0,0.0,0,0.0,0,0.03825324401259422,0,1,2,0,1.2894373834133148,1.2894373834133148
ESP-La Liga,2627,Getafe,Enes Ünal,4,2026,142,6219,F S,7,532,1,1.169947799295187,1,1.169947799295187,0,0.15731357038021088,10,4,2,0,1.7307362034916878,0.6133204773068428
ESP-La Liga,2627,Getafe,Francho Serrano,4,2026,142,14893,M S,5,358,0,0.026730675250291824,0,0.026730675250291824,0,0.0,2,0,1,0,0.25669880770146847,0.22996813245117664
ESP-La Liga,2627,Getafe,Iván Azón,4,2026,142,13560,F M S,4,270,1,0.6449636854231358,1,0.6449636854231358,1,0.33530115336179733,7,4,1,0,1.0687728375196457,0.0885079950094223
ESP-La Liga,2627,Getafe,Jean Valou,4,2026,142,13696,S,1,14,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2627,Getafe,Johan Mojica,4,2026,142,6242,D S,6,491,0,0.2153709065169096,0,0.2153709065169096,0,0.3628051169216633,5,8,3,0,1.134210266172886,0.8948249872773886
ESP-La Liga,2627,Getafe,Joselu Pérez,4,2026,142,13790,S,1,3,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2627,Getafe,Kiko Femenía,4,2026,142,5043,D,3,138,0,0.0,0,0.0,0,0.42895469069480896,0,1,0,1,0.5738362669944763,0.14488154649734497
ESP-La Liga,2627,Getafe,Mario Martín,4,2026,142,11349,M,4,339,0,0.5231896787881851,0,0.5231896787881851,0,0.02622990310192108,6,1,2,1,0.47472717612981796,0.2678980380296707
ESP-La Liga,2627,Getafe,Martín Satriano,4,2026,142,9001,F M,7,564,1,1.6628420650959015,1,1.6628420650959015,1,0.7444793619215488,15,6,0,0,2.2187377847731113,0.5132805742323399
ESP-La Liga,2627,Getafe,Nemanja Gudelj,4,2026,142,7888,D M S,5,367,0,0.18463841639459133,0,0.18463841639459133,0,0.3923095427453518,5,2,2,0,0.4983369391411543,0.3968280553817749
ESP-La Liga,2627,Getafe,Orel Mangala,4,2026,142,6088,M S,7,553,0,0.1447181235998869,0,0.1447181235998869,0,0.01824610959738493,3,2,1,0,0.8155093342065811,0.7853844463825226
ESP-La Liga,2627,Getafe,Ramón Terrats,4,2026,142,10947,M,6,537,1,1.4643283151090145,1,1.4643283151090145,0,0.4521251395344734,17,10,2,0,1.7250436171889305,0.15430118702352047
ESP-La Liga,2627,Getafe,Saba Sazonov,4,2026,142,9381,D S,4,100,0,0.039699796587228775,0,0.039699796587228775,0,0.0,1,0,1,0,0.077953040599823,0.03825324401259422
ESP-La Liga,2627,Getafe,Sebastián Boselli,4,2026,142,14389,D S,5,115,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1241917610168457,0.1241917610168457
ESP-La Liga,2627,Getafe,Zaid Romero,4,2026,142,14387,D,6,523,0,0.13658718764781952,0,0.13658718764781952,0,0.026492279022932053,1,1,0,1,1.3050616011023521,1.141982153058052
ESP-La Liga,2627,Getafe,Óscar López,4,2026,142,14895,S,2,7,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2627,Levante,Adrián De la Fuente,4,2026,151,10319,D,6,527,1,0.6757432892918587,1,0.6757432892918587,0,0.5486200302839279,7,2,1,0,0.8080321624875069,0.3052246421575546
ESP-La Liga,2627,Levante,Aissa Mandi,4,2026,151,3237,D,6,515,0,0.046253666281700134,0,0.046253666281700134,0,0.2485141009092331,1,2,2,0,1.098704732954502,0.8039369620382786
ESP-La Liga,2627,Levante,Carlos Álvarez,4,2026,151,11264,M,1,51,0,0.0,0,0.0,0,0.023771438747644424,0,1,0,0,0.023771438747644424,0.0
ESP-La Liga,2627,Levante,Daniel Requena,4,2026,151,13035,F S,3,107,0,0.0059044258669018745,0,0.0059044258669018745,0,0.0,1,0,0,0,0.048620560206472874,0.042716134339571
ESP-La Liga,2627,Levante,Enzo Bardeli,4,2026,151,14701,M S,6,380,1,0.050877791829407215,1,0.050877791829407215,1,0.6946400813758373,2,8,0,0,0.7869252264499664,0.264154277741909
ESP-La Liga,2627,Levante,Etta Eyong,4,2026,151,10930,S,3,52,0,0.0768621638417244,0,0.0768621638417244,1,0.4784444272518158,2,1,0,0,0.5553065948188305,0.0
ESP-La Liga,2627,Levante,Hugo Sotelo,4,2026,151,9520,M S,4,95,0,0.09435437619686127,0,0.09435437619686127,0,0.0,1,0,1,0,0.02242061123251915,0.02242061123251915
ESP-La Liga,2627,Levante,Ifeanyi Ndukwe,4,2026,151,14917,S,2,38,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2627,Levante,Iván Romero,4,2026,151,9275,F S,6,390,2,3.1616525687277317,2,3.1616525687277317,0,0.48009932041168213,16,3,1,0,3.9751841127872467,1.1252701990306377
ESP-La Liga,2627,Levante,Jeremy Toljan,4,2026,151,257,D S,6,248,0,0.09411726891994476,0,0.09411726891994476,1,0.06217539310455322,2,1,1,0,0.2123024333268404,0.11818517185747623
ESP-La Liga,2627,Levante,Jon Ander Olasagasti,4,2026,151,9466,M,6,515,1,0.6628731116652489,1,0.6628731116652489,1,2.368843726813793,6,10,0,0,2.2943751960992813,0.47380714677274227
ESP-La Liga,2627,Levante,Kareem Tunde,4,2026,151,14258,S,1,9,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2627,Levante,Manuel Sánchez,4,2026,151,7605,D,6,527,0,0.014767159707844257,0,0.014767159707844257,0,0.09552855789661407,1,1,0,0,1.3537711538374424,1.3537711538374424
ESP-La Liga,2627,Levante,Marc Santos,4,2026,151,14702,S,1,21,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2627,Levante,Mat Ryan,4,2026,151,2385,GK,6,540,0,0.0,0,0.0,0,0.0,0,0,0,0,0.6753049790859222,0.6753049790859222
ESP-La Liga,2627,Levante,Nacho Pérez,4,2026,151,13772,D S,5,305,0,0.39767053723335266,0,0.39767053723335266,0,0.10069522261619568,1,2,0,0,0.16677642613649368,0.066081203520298
ESP-La Liga,2627,Levante,Oriol Rey,4,2026,151,8764,M S,6,470,0,0.027974944561719894,0,0.027974944561719894,0,0.013106712140142918,1,1,0,0,1.0560147054493427,1.0429079867899418
ESP-La Liga,2627,Levante,Paco Cortés,4,2026,151,13770,M S,3,61,0,0.06517872214317322,0,0.06517872214317322,0,0.0,1,0,0,0,0.06517872214317322,0.0
ESP-La Liga,2627,Levante,Petar Ratkov,4,2026,151,14342,F S,2,70,0,0.10240906476974487,0,0.10240906476974487,0,0.0,1,0,0,0,0.10240906476974487,0.0
ESP-La Liga,2627,Levante,Roger Brugué,4,2026,151,13767,F M,5,450,3,3.12242890894413,3,3.12242890894413,0,0.13142486661672592,13,2,0,0,2.42912720143795,0.22204570472240448
ESP-La Liga,2627,Levante,Thiago Fernández,4,2026,151,14393,F M,4,302,0,0.7133502122014761,0,0.7133502122014761,0,0.16317126527428627,6,2,0,0,0.941479180008173,0.1268754694610834
ESP-La Liga,2627,Levante,Víctor García,4,2026,151,8500,M S,5,220,0,0.3969394564628601,0,0.3969394564628601,0,0.49396784976124763,1,2,0,0,0.8909072764217854,0.0
ESP-La Liga,2627,Levante,Yanis Musuayi,4,2026,151,14983,S,2,51,0,0.042716134339571,0,0.042716134339571,0,0.0,1,0,0,0,0.042716134339571,0.0
ESP-La Liga,2627,Malaga,Adrián Niño,4,2026,137,12115,S,3,83,1,0.4436628222465515,1,0.4436628222465515,0,0.012712208554148674,5,1,0,0,0.24363724887371063,0.13115756213665009
ESP-La Liga,2627,Malaga,Alfonso Herrero,4,2026,137,14724,GK,7,630,0,0.0,0,0.0,0,0.0,0,0,1,0,0.5751464478671551,0.5751464478671551
ESP-La Liga,2627,Malaga,Carlos Dotor,4,2026,137,11540,F M,6,481,1,0.2914519291371107,1,0.2914519291371107,0,0.29611722007393837,4,5,0,0,1.2675992846488953,0.7723864484578371
ESP-La Liga,2627,Malaga,Carlos Puga,4,2026,137,14725,D S,6,350,0,0.012768451124429703,0,0.012768451124429703,0,0.12327513471245766,1,2,2,0,0.43274255469441414,0.3094674348831177
ESP-La Liga,2627,Malaga,Chupe,4,2026,137,14732,F S,7,557,1,2.5625558868050575,0,1.0760006681084633,0,0.10546842962503433,15,3,1,0,1.1289006248116493,0.1100824298337102
ESP-La Liga,2627,Malaga,Dani Lorenzo,4,2026,137,14731,M S,6,422,0,0.5335064977407455,0,0.5335064977407455,0,0.19690237939357758,2,4,1,0,0.6726548187434673,0.5414972566068172
ESP-La Liga,2627,Malaga,David Larrubia,4,2026,137,14730,F M S,7,573,0,0.5764919854700565,0,0.5764919854700565,0,0.5296763069927692,12,10,3,0,1.4797939509153366,0.7433755379170179
ESP-La Liga,2627,Malaga,Einar Galilea,4,2026,137,14726,D,6,479,0,0.0,0,0.0,0,0.0,0,0,2,0,0.5164141990244389,0.5164141990244389
ESP-La Liga,2627,Malaga,Eneko Jauregi,4,2026,137,14733,F S,2,58,0,0.08216097205877304,0,0.08216097205877304,0,0.0,1,0,1,0,0.0,0.0
ESP-La Liga,2627,Malaga,Haitam Abaida,4,2026,137,14736,S,2,29,0,0.27477601543068886,0,0.27477601543068886,0,0.044093720614910126,3,1,0,0,0.10473600029945374,0.0
ESP-La Liga,2627,Malaga,Izan Merino,4,2026,137,14729,M S,6,428,0,0.0303817056119442,0,0.0303817056119442,0,0.11033938080072403,1,3,0,0,0.3578742742538452,0.3020505867898464
ESP-La Liga,2627,Malaga,Jens Cajuste,4,2026,137,10301,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2627,Malaga,Joaquín Muñoz,4,2026,137,7258,M S,7,396,0,0.19799220003187656,0,0.19799220003187656,0,0.2708955183625221,5,4,0,0,0.3390869274735451,0.06308476999402046
ESP-La Liga,2627,Malaga,José Salinas,4,2026,137,8902,D S,6,360,0,0.01737978868186474,0,0.01737978868186474,0,0.032359249889850616,1,1,1,0,0.5839907303452492,0.5342516899108887
ESP-La Liga,2627,Malaga,Juan Berrocal,4,2026,137,7186,D S,2,91,0,0.06929124891757965,0,0.06929124891757965,0,0.0,1,0,0,0,0.07527728378772736,0.07527728378772736
ESP-La Liga,2627,Malaga,Juan Cruz,4,2026,137,6759,F M S,7,244,0,0.08131494000554085,0,0.08131494000554085,1,0.12704592943191528,4,1,1,0,0.5530267730355263,0.37967656552791595
ESP-La Liga,2627,Malaga,Julen Lobete,4,2026,137,8284,S,1,4,0,0.0,0,0.0,0,0.0,0,0,0,0,0.032943423837423325,0.032943423837423325
ESP-La Liga,2627,Malaga,Pablo Martínez,4,2026,137,8183,M S,5,301,0,0.08291229978203773,0,0.08291229978203773,1,0.5297977644950151,3,8,1,0,0.6199106462299824,0.4920547492802143
ESP-La Liga,2627,Malaga,Rafa Rodríguez,4,2026,137,14735,M S,4,164,0,0.2104581892490387,0,0.2104581892490387,0,0.04641435481607914,7,2,0,0,0.40865601412951946,0.2530393972992897
ESP-La Liga,2627,Malaga,Rafita,4,2026,137,14728,D S,7,560,0,0.03569454327225685,0,0.03569454327225685,0,0.054785050451755524,1,1,1,0,0.8810675106942654,0.8810675106942654
ESP-La Liga,2627,Malaga,Ramón Enríquez,4,2026,137,14734,S,7,92,0,0.0,0,0.0,0,0.06880819983780384,0,2,3,0,0.35554787889122963,0.35554787889122963
ESP-La Liga,2627,Malaga,Ángel Recio,4,2026,137,14727,D,7,630,0,0.14108637999743223,0,0.14108637999743223,0,0.0206629429012537,4,1,0,0,1.0008526165038347,0.9708023238927126
ESP-La Liga,2627,Osasuna,Abel Bretones,4,2026,157,12790,D S,7,525,0,0.03493967931717634,0,0.03493967931717634,0,0.7271586880087852,2,3,2,0,1.0657401829957962,0.8005594108253717
ESP-La Liga,2627,Osasuna,Aimar Oroz,4,2026,157,8424,F M S,3,156,0,0.14060841500759125,0,0.14060841500759125,0,0.11864372715353966,2,3,0,0,1.0938428342342377,0.9532344043254852
ESP-La Liga,2627,Osasuna,Aitor Fernández,4,2026,157,4193,GK,2,180,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2627,Osasuna,Alejandro Catena,4,2026,157,7604,D,6,540,0,0.0,0,0.0,0,0.012071671895682812,0,1,0,0,0.9919650889933109,0.9798934198915958
ESP-La Liga,2627,Osasuna,Ante Budimir,4,2026,157,1235,F S,7,499,5,4.621416881680489,2,2.391584023833275,0,0.17657123506069183,18,2,0,0,2.718103379011154,0.39112279936671257
ESP-La Liga,2627,Osasuna,Asier Osambela,4,2026,157,12537,D M S,5,286,0,0.07247035205364227,0,0.07247035205364227,0,0.06506498903036118,2,1,1,0,0.4267212152481079,0.3376893363893032
ESP-La Liga,2627,Osasuna,Diego Rico,4,2026,157,5065,D,2,105,0,0.0,0,0.0,0,0.048503465950489044,0,1,0,0,0.10320033133029938,0.10320033133029938
ESP-La Liga,2627,Osasuna,Enzo Boyomo,4,2026,157,12893,D S,3,206,0,0.0,0,0.0,0,0.07004812359809875,0,1,0,0,0.17140166461467743,0.10135354101657867
ESP-La Liga,2627,Osasuna,Iker Muñoz,4,2026,157,11395,M S,6,480,0,0.15336985141038895,0,0.15336985141038895,0,0.08996770717203617,2,3,1,0,0.9333047531545162,0.8457196652889252
ESP-La Liga,2627,Osasuna,Iñigo Arguibide,4,2026,157,12472,D,7,573,0,0.121407900005579,0,0.121407900005579,0,0.5570967942476273,3,2,0,0,1.2111214501783252,0.6989652691408992
ESP-La Liga,2627,Osasuna,Jon Moncayola,4,2026,157,7857,M S,7,496,0,0.05540851131081581,0,0.05540851131081581,0,0.1312178671360016,2,1,3,0,1.0308596156537533,1.0000187568366528
ESP-La Liga,2627,Osasuna,Jonathan Dubasin,4,2026,157,14915,M S,7,241,0,1.061453938484192,0,1.061453938484192,0,0.1425231397151947,4,2,0,0,0.8505957014858723,0.302058320492506
ESP-La Liga,2627,Osasuna,Jorge Herrando,4,2026,157,10858,D,3,188,0,0.13086044788360596,0,0.13086044788360596,0,0.0,2,0,1,0,0.2533902022987604,0.2533902022987604
ESP-La Liga,2627,Osasuna,Kike Barja,4,2026,157,5140,M S,6,234,1,0.8258503377437592,1,0.8258503377437592,0,0.3015096187591553,5,4,3,0,1.187604546546936,0.11855625361204147
ESP-La Liga,2627,Osasuna,Lucas Torró,4,2026,157,7050,M S,5,221,0,0.058311693370342255,0,0.058311693370342255,0,0.02215198427438736,1,1,0,0,0.2965336740016937,0.27438168972730637
ESP-La Liga,2627,Osasuna,Moi Gómez,4,2026,157,2198,M S,4,249,0,0.0,0,0.0,1,0.6874298602342606,0,4,0,0,1.0204280391335487,0.3329981788992882
ESP-La Liga,2627,Osasuna,Raul García,4,2026,157,8042,F M S,7,354,0,1.0395515579730272,0,1.0395515579730272,1,0.5896504521369934,11,2,1,0,1.6246236804872751,0.18131627142429352
ESP-La Liga,2627,Osasuna,Raul Moro,4,2026,157,8584,M S,5,165,0,0.3003012537956238,0,0.3003012537956238,0,0.6888908073306084,4,3,0,0,0.7949065491557121,0.0
ESP-La Liga,2627,Osasuna,Rockson Yeboah,4,2026,157,15026,D S,3,206,0,0.0,0,0.0,0,0.014992546290159225,0,1,1,0,0.06289520114660263,0.06289520114660263
ESP-La Liga,2627,Osasuna,Romain Del Castillo,4,2026,157,3721,S,2,31,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2627,Osasuna,Rubén García,4,2026,157,2183,M S,7,381,0,0.27253780514001846,0,0.27253780514001846,0,0.5722754001617432,6,7,1,0,0.9260770119726658,0.7094158306717873
ESP-La Liga,2627,Osasuna,Sergio Herrera,4,2026,157,7859,GK,5,450,0,0.0,0,0.0,0,0.10135354101657867,0,1,2,0,0.25790140964090824,0.15654786862432957
ESP-La Liga,2627,Osasuna,Unai Santos,4,2026,157,14916,D,2,164,0,0.07449163496494293,0,0.07449163496494293,0,0.0,1,0,0,0,0.5733860731124878,0.5733860731124878
ESP-La Liga,2627,Racing Santander,Aarón Martín,4,2026,293,5133,D S,3,114,0,0.0,0,0.0,0,0.0738660916686058,0,3,0,0,0.3677724376320839,0.3677724376320839
ESP-La Liga,2627,Racing Santander,André Almeida,4,2026,293,11057,M S,3,120,0,0.0,0,0.0,0,0.07033360004425049,0,3,0,1,0.23504714854061604,0.23504714854061604
ESP-La Liga,2627,Racing Santander,Andrés Martín,4,2026,293,9814,M,3,242,1,2.145969867706299,0,0.6594145894050598,0,0.7234595865011215,9,6,0,0,1.7822408378124237,0.4921092092990875
ESP-La Liga,2627,Racing Santander,Asier Villalibre,4,2026,293,5173,F S,6,251,0,0.4898625835776329,0,0.4898625835776329,1,0.3514554798603058,3,1,0,0,0.7883651256561279,0.05610653758049011
ESP-La Liga,2627,Racing Santander,Diego Díaz,4,2026,293,14690,S,1,7,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2627,Racing Santander,Facu González,4,2026,293,14691,D S,5,249,0,0.0,0,0.0,0,0.0,0,0,1,0,0.5352151989936829,0.5352151989936829
ESP-La Liga,2627,Racing Santander,Giorgi Guliashvili,4,2026,293,14930,S,4,51,0,0.40573441982269287,0,0.40573441982269287,0,0.0,1,0,0,0,0.4220513701438904,0.016316957771778107
ESP-La Liga,2627,Racing Santander,Gustavo Puerta,4,2026,293,11869,M,3,270,0,0.07459449023008347,0,0.07459449023008347,0,0.5110450983047485,2,4,1,0,1.432128630578518,0.882454439997673
